	value	noise	anomCode
810	0.17214529	F	0
811	0.06426096	F	0
812	-0.06818928	F	0
813	0.13212495	F	0
814	-0.28983626	F	0
815	-0.29448625	F	0
816	-0.08179397	F	0
817	0.026987802	F	0
818	9.78E-04	F	0
819	-0.14980103	F	0
820	-0.28017485	F	0
821	-0.026795786	F	0
822	0.04585062	F	0
823	0.050507303	F	0
824	0.17048812	F	0
825	0.27226943	F	0
826	-0.27297282	F	0
827	0.29880777	F	0
828	0.2609469	F	0
829	0.021517556	F	0
830	-0.07490762	F	0
831	-0.21326996	F	0
832	-0.1944454	F	0
833	0.20015557	F	0
834	-0.28758803	F	0
835	-0.1557709	F	0
836	-0.23752464	F	0
837	0.041026622	F	0
838	-0.1855672	F	0
839	0.11597527	F	0
840	-0.17472458	F	0
841	0.23323758	F	0
842	-0.2750586	F	0
843	0.1376851	F	0
844	0.057446744	F	0
845	-0.25956476	F	0
846	0.12446925	F	0
847	0.19903292	F	0
848	0.26387608	F	0
849	-0.022086734	F	0
850	0.18286934	F	0
851	-0.07744463	F	0
852	0.08448227	F	0
853	-0.23111916	F	0
854	-0.27232605	F	0
855	-0.050514035	F	0
856	0.2552066	F	0
857	-0.10387789	F	0
858	-0.070820466	F	0
859	-0.09627144	F	0
860	0.11025126	F	0
861	-0.22007567	F	0
862	0.09129099	F	0
863	0.004203519	F	0
864	-0.20307793	F	0
865	0.04655062	F	0
866	-0.2560069	F	0
867	-0.28642714	F	0
868	-0.15935728	F	0
869	-0.09631801	F	0
870	-0.29109722	F	0
871	-0.15212555	F	0
872	0.23266856	F	0
873	-0.08984827	F	0
874	-0.04630756	F	0
875	0.02686883	F	0
876	0.11673896	F	0
877	0.116943255	F	0
878	0.26425964	F	0
879	0.018925382	F	0
880	0.02336818	F	0
881	-0.13517815	F	0
882	-0.15464497	F	0
883	0.2270484	F	0
884	0.041685555	F	0
885	-0.048881985	F	0
886	-0.08903371	F	0
887	0.07416661	F	0
888	-0.071302935	F	0
889	0.22407952	F	0
890	0.1450911	F	0
891	0.17608365	F	0
892	0.13455075	F	0
893	-0.07214263	F	0
894	0.20161925	F	0
895	-0.26049018	F	0
896	0.069849886	F	0
897	-0.09541095	F	0
898	-0.23112115	F	0
899	-0.20963053	F	0
900	0.05726849	F	0
901	0.26219139	F	0
902	-0.050011694	F	0
903	0.024101418	F	0
904	0.29468474	F	0
905	-0.06262672	F	0
906	-0.19550897	F	0
907	-0.12505661	F	0
908	0.010758708	F	0
909	-0.27697235	F	0
910	-0.14016353	F	0
911	0.025214966	F	0
912	-0.18365778	F	0
913	-0.21244088	F	0
914	0.23310643	F	0
915	0.018386709	F	0
916	0.04631859	F	0
917	0.09085458	F	0
918	-0.09602827	F	0
919	-0.2987531	F	0
920	0.04643235	F	0
921	-0.20250066	F	0
922	0.24920043	F	0
923	-0.29924953	F	0
924	0.088378526	F	0
925	0.20249295	F	0
926	-0.21287547	F	0
927	-0.15984136	F	0
928	0.2938831	F	0
929	-0.18188526	F	0
930	-0.012692104	F	0
931	-0.08314986	F	0
932	0.014716661	F	0
933	-0.27726054	F	0
934	-0.22375536	F	0
935	0.20070979	F	0
936	0.15054427	F	0
937	-0.15669972	F	0
938	-0.18574761	F	0
939	-0.23272744	F	0
940	-0.109774366	F	0
941	-0.06725371	F	0
942	-0.06818871	F	0
943	-0.046175037	F	0
944	-0.26535946	F	0
945	0.2122388	F	0
946	0.095435575	F	0
947	0.019439243	F	0
948	3.25E-04	F	0
949	-0.22501987	F	0
950	0.1237501	F	0
951	-0.09856085	F	0
952	-0.08683266	F	0
953	0.29446638	F	0
954	0.29378036	F	0
955	-0.008930593	F	0
956	-0.119884744	F	0
957	-0.055395402	F	0
958	-0.23444918	F	0
959	0.10016463	F	0
960	-0.025676552	F	0
961	0.12253276	F	0
962	0.009921528	F	0
963	0.058386747	F	0
964	-0.11463922	F	0
965	-0.23287025	F	0
966	-0.049820427	F	0
967	-0.13287656	F	0
968	-0.028926231	F	0
969	-0.012899193	F	0
970	-0.07776218	F	0
971	0.041413568	F	0
972	0.001406066	F	0
973	-0.047827616	F	0
974	0.02137895	F	0
975	0.09528911	F	0
976	0.10693639	F	0
977	-0.2406713	F	0
978	0.13531893	F	0
979	0.06869613	F	0
980	-0.2638915	F	0
981	-0.136829	F	0
982	-0.03604959	F	0
983	0.1556815	F	0
984	-0.11491251	F	0
985	-0.14462148	F	0
986	0.19546144	F	0
987	-0.12619524	F	0
988	0.0928876	F	0
989	0.29289907	F	0
990	-0.25338778	F	0
991	-0.18624164	F	0
992	-0.10812217	F	0
993	-0.092104845	F	0
994	-0.2182128	F	0
995	-0.17404713	F	0
996	-0.23001753	F	0
997	0.08462039	F	0
998	0.10102676	F	0
999	-0.06265265	F	0
1000	0.23585458	F	0
1001	-0.24070098	F	0
1002	-0.16842191	F	0
1003	-0.05292195	F	0
1004	0.08201152	F	0
1005	0.2887302	F	0
1006	-0.22940893	F	0
1007	0.12346252	F	0
1008	0.013382372	F	0
1009	-0.25826335	F	0
1010	-0.19157921	F	0
1011	-0.08227041	F	0
1012	0.24992824	F	0
1013	0.29472616	F	0
1014	0.012584372	F	0
1015	-0.0786514	F	0
1016	-0.07804284	F	0
1017	-0.24146731	F	0
1018	0.1717555	F	0
1019	0.2241057	F	0
1020	0.25546655	F	0
1021	-0.07164774	F	0
1022	0.28726628	F	0
1023	0.27909723	F	0
1024	0.09230664	F	0
1025	-0.16801296	F	0
1026	0.056421902	F	0
1027	-0.051415343	F	0
1028	-0.19383016	F	0
1029	0.05376015	F	0
1030	-0.18248077	F	0
1031	0.19117863	F	0
1032	-0.23962879	F	0
1033	0.13236107	F	0
1034	0.12079683	F	0
1035	0.05609294	F	0
1036	0.10709711	F	0
1037	-0.2294688	F	0
1038	0.052629504	F	0
1039	-0.12576734	F	0
1040	0.15025887	F	0
1041	-0.14710349	F	0
1042	0.2721167	F	0
1043	0.17865491	F	0
1044	0.28530025	F	0
1045	-0.15459682	F	0
1046	0.21979974	F	0
1047	-0.25153732	F	0
1048	0.08926809	F	0
1049	-0.15428926	F	0
1050	0.12757888	F	0
1051	-0.1495328	F	0
1052	0.2631659	F	0
1053	-0.031454936	F	0
1054	-0.10301254	F	0
1055	0.25197646	F	0
1056	-0.17392768	F	0
1057	0.28341243	F	0
1058	0.019815603	F	0
1059	0.29584178	F	0
1060	-0.1732841	F	0
1061	-0.22577563	F	0
1062	-0.10933715	F	0
1063	-0.13458261	F	0
1064	-0.12684023	F	0
1065	-0.23871897	F	0
1066	-0.094665915	F	0
1067	0.022361433	F	0
1068	-0.015040015	F	0
1069	-0.08429016	F	0
1070	0.05207978	F	0
1071	0.2742302	F	0
1072	-0.15537757	F	0
1073	0.004853965	F	0
1074	0.28451696	F	0
1075	-0.17840861	F	0
1076	0.2663945	F	0
1077	0.23425412	F	0
1078	0.015653782	F	0
1079	0.14590447	F	0
1080	0.010387878	F	0
1081	0.09776543	F	0
1082	-0.20822385	F	0
1083	-0.07030907	F	0
1084	0.14874077	F	0
1085	0.01199949	F	0
1086	-0.006959315	F	0
1087	-0.05046005	F	0
1088	0.03798771	F	0
1089	0.29468027	F	0
1090	-0.13554527	F	0
1091	-0.14973162	F	0
1092	-0.23198293	F	0
1093	0.048650857	F	0
1094	0.106509656	F	0
1095	0.19507769	F	0
1096	-0.25704357	F	0
1097	0.23416682	F	0
1098	0.049069665	F	0
1099	0.09182394	F	0
1100	0.00303774	F	0
1101	-0.14824046	F	0
1102	-0.10479553	F	0
1103	0.21954007	F	0
1104	0.21895432	F	0
1105	-0.08364739	F	0
1106	0.05348992	F	0
1107	-0.17787671	F	0
1108	-0.21856658	F	0
1109	0.18046156	F	0
1110	-0.22211328	F	0
1111	-0.002375922	F	0
1112	0.26870838	F	0
1113	-0.03979366	F	0
1114	0.20364325	F	0
1115	0.19184622	F	0
1116	0.003285893	F	0
1117	-0.2674856	F	0
1118	-0.19424537	F	0
1119	-0.1960087	F	0
1120	0.006864556	F	0
1121	0.20529021	F	0
1122	-0.08665444	F	0
1123	-0.170146	F	0
1124	0.22847153	F	0
1125	0.1144759	F	0
1126	0.1889314	F	0
1127	-0.09540153	F	0
1128	0.25584581	F	0
1129	0.072826155	F	0
1130	-0.0741534	F	0
1131	-0.23758097	F	0
1132	0.22380692	F	0
1133	-0.21513136	F	0
1134	-0.16978326	F	0
1135	0.20441224	F	0
1136	-0.29419115	F	0
1137	0.050919782	F	0
1138	-0.16431434	F	0
1139	-0.24123931	F	0
1140	0.016090536	F	0
1141	-0.1898256	F	0
1142	0.049695168	F	0
1143	-0.07114794	F	0
1144	-0.24020591	F	0
1145	0.21878582	F	0
1146	-0.05054886	F	0
1147	0.055231094	F	0
1148	0.047134172	F	0
1149	0.023501633	F	0
1150	-0.16620478	F	0
1151	-0.033695284	F	0
1152	0.13516186	F	0
1153	0.27481878	F	0
1154	-0.1059623	F	0
1155	-0.23950544	F	0
1156	0.1768777	F	0
1157	-0.2742299	F	0
1158	0.29239297	F	0
1159	-0.15094544	F	0
1160	0.24240947	F	0
1161	0.28335252	F	0
1162	-0.26900542	F	0
1163	0.19404429	F	0
1164	0.030681374	F	0
1165	-0.18074363	F	0
1166	0.15755367	F	0
1167	0.09997284	F	0
1168	-0.08753809	F	0
